,District,Type,Count,Amount,Year,state
6595,ariyalur district,TOTAL,497484,968590644.6844518,2021,tamil-nadu
6596,chennai district,TOTAL,43737916,74499227803.6517,2021,tamil-nadu
6597,the nilgiris district,TOTAL,810947,1566496075.5969553,2021,tamil-nadu
6598,erode district,TOTAL,3273510,6223483781.161043,2021,tamil-nadu
6599,karur district,TOTAL,878890,1756585805.1623807,2021,tamil-nadu
6600,kallakkurichi district,TOTAL,1265522,2528572642.064455,2021,tamil-nadu
6601,viluppuram district,TOTAL,1691100,3055469304.042017,2021,tamil-nadu
6602,pudukkottai district,TOTAL,887414,1878724769.0651233,2021,tamil-nadu
6603,perambalur district,TOTAL,435091,918814447.3710897,2021,tamil-nadu
6604,coimbatore district,TOTAL,13478464,22760967333.98004,2021,tamil-nadu
6605,virudhunagar district,TOTAL,1328980,2829209746.352104,2021,tamil-nadu
6606,dindigul district,TOTAL,1926229,4084399404.4486322,2021,tamil-nadu
6607,sivaganga district,TOTAL,991039,2138901770.5194092,2021,tamil-nadu
6608,tenkasi district,TOTAL,747381,1613264780.7995117,2021,tamil-nadu
6609,chengalpattu district,TOTAL,10075805,14457269251.206604,2021,tamil-nadu
6610,kanniyakumari district,TOTAL,1398479,3021399531.8626623,2021,tamil-nadu
6611,tirunelveli district,TOTAL,1372707,2810892734.1594667,2021,tamil-nadu
6612,thiruvallur district,TOTAL,10992425,19318347570.29032,2021,tamil-nadu
6613,theni district,TOTAL,1006998,2256366700.018511,2021,tamil-nadu
6614,ranipet district,TOTAL,1430560,2810335099.931938,2021,tamil-nadu
6615,namakkal district,TOTAL,1575727,3596658592.319852,2021,tamil-nadu
6616,vellore district,TOTAL,2319925,4575493116.641008,2021,tamil-nadu
6617,thiruvarur district,TOTAL,570619,1215901816.548285,2021,tamil-nadu
6618,tiruchirappalli district,TOTAL,3736365,8136231980.2489195,2021,tamil-nadu
6619,ramanathapuram district,TOTAL,1028742,2349967987.7481923,2021,tamil-nadu
6620,krishnagiri district,TOTAL,8122339,14578072272.708693,2021,tamil-nadu
6621,cuddalore district,TOTAL,2771525,5246388698.49807,2021,tamil-nadu
6622,kancheepuram district,TOTAL,9646258,14550143056.676136,2021,tamil-nadu
6623,tiruppur district,TOTAL,8398025,15282996499.831757,2021,tamil-nadu
6624,dharmapuri district,TOTAL,3165112,6750977106.361298,2021,tamil-nadu
6625,thoothukkudi district,TOTAL,1648598,3549683754.7758408,2021,tamil-nadu
6626,thanjavur district,TOTAL,2123436,4642138035.103878,2021,tamil-nadu
6627,madurai district,TOTAL,5142737,11208939183.589071,2021,tamil-nadu
6628,tiruvannamalai district,TOTAL,2496046,5012701130.634172,2021,tamil-nadu
6629,salem district,TOTAL,8972048,18517560410.078224,2021,tamil-nadu
6630,nagapattinam district,TOTAL,1080569,2291158512.005002,2021,tamil-nadu
6631,tirupathur district,TOTAL,2250740,4279948252.118585,2021,tamil-nadu
6632,ariyalur district,TOTAL,658430,1302833298.3803225,2021,tamil-nadu
6633,chennai district,TOTAL,60971210,100463999673.28705,2021,tamil-nadu
6634,the nilgiris district,TOTAL,1147621,2226960234.278348,2021,tamil-nadu
6635,erode district,TOTAL,4668549,9015063256.621798,2021,tamil-nadu
6636,karur district,TOTAL,1215220,2538560234.489727,2021,tamil-nadu
6637,kallakkurichi district,TOTAL,1635742,3336289610.826971,2021,tamil-nadu
6638,viluppuram district,TOTAL,2157103,3952931604.1340733,2021,tamil-nadu
6639,pudukkottai district,TOTAL,1151943,2522917992.224124,2021,tamil-nadu
6640,perambalur district,TOTAL,569636,1164081951.2492151,2021,tamil-nadu
6641,coimbatore district,TOTAL,20245762,33773953433.753265,2021,tamil-nadu
6642,virudhunagar district,TOTAL,1750490,3906229438.3320065,2021,tamil-nadu
6643,dindigul district,TOTAL,2698900,5791216155.941603,2021,tamil-nadu
6644,sivaganga district,TOTAL,1290549,2864305904.0258627,2021,tamil-nadu
6645,tenkasi district,TOTAL,974832,2236394720.4405456,2021,tamil-nadu
6646,chengalpattu district,TOTAL,14140388,19685011908.63714,2021,tamil-nadu
6647,kanniyakumari district,TOTAL,1877533,4143575246.889376,2021,tamil-nadu
6648,tirunelveli district,TOTAL,1846166,3848343515.85966,2021,tamil-nadu
6649,thiruvallur district,TOTAL,15395149,26049988524.55871,2021,tamil-nadu
6650,theni district,TOTAL,1367368,3070541723.4354496,2021,tamil-nadu
6651,ranipet district,TOTAL,1899157,3748580002.32146,2021,tamil-nadu
6652,namakkal district,TOTAL,2234405,5151268721.204435,2021,tamil-nadu
6653,vellore district,TOTAL,3162215,6375710716.318077,2021,tamil-nadu
6654,thiruvarur district,TOTAL,716496,1641658306.3405278,2021,tamil-nadu
6655,tiruchirappalli district,TOTAL,4814042,10030942198.946257,2021,tamil-nadu
6656,ramanathapuram district,TOTAL,1246669,2780827994.330324,2021,tamil-nadu
6657,krishnagiri district,TOTAL,10363352,18220873236.79904,2021,tamil-nadu
6658,cuddalore district,TOTAL,3416287,6301578485.45392,2021,tamil-nadu
6659,kancheepuram district,TOTAL,11777894,17286201190.039677,2021,tamil-nadu
6660,tiruppur district,TOTAL,11167439,18701118258.10759,2021,tamil-nadu
6661,dharmapuri district,TOTAL,4084248,8521324061.002514,2021,tamil-nadu
6662,thoothukkudi district,TOTAL,2046353,4257749141.726399,2021,tamil-nadu
6663,thanjavur district,TOTAL,2623667,5525021230.471263,2021,tamil-nadu
6664,madurai district,TOTAL,6309318,13464800515.296556,2021,tamil-nadu
6665,tiruvannamalai district,TOTAL,3112963,6154998056.425686,2021,tamil-nadu
6666,salem district,TOTAL,11783515,22754882844.82726,2021,tamil-nadu
6667,nagapattinam district,TOTAL,1340753,2671430043.215294,2021,tamil-nadu
6668,tirupathur district,TOTAL,2872662,5331962361.389108,2021,tamil-nadu
6669,ariyalur district,TOTAL,807477,1566152800.1608644,2021,tamil-nadu
6670,chennai district,TOTAL,76229690,118203166308.69281,2021,tamil-nadu
6671,the nilgiris district,TOTAL,1558845,2857114042.709935,2021,tamil-nadu
6672,erode district,TOTAL,6109637,11279232350.572426,2021,tamil-nadu
6673,karur district,TOTAL,1566335,3172350948.0010557,2021,tamil-nadu
6674,kallakkurichi district,TOTAL,2028745,4010952254.763807,2021,tamil-nadu
6675,viluppuram district,TOTAL,2599072,4570490420.456165,2021,tamil-nadu
6676,pudukkottai district,TOTAL,1443125,3057748358.646205,2021,tamil-nadu
6677,perambalur district,TOTAL,725923,1433931161.9791088,2021,tamil-nadu
6678,coimbatore district,TOTAL,27081380,43635817078.197556,2021,tamil-nadu
6679,virudhunagar district,TOTAL,2263404,5079440715.649944,2021,tamil-nadu
6680,dindigul district,TOTAL,3475465,7239639952.948546,2021,tamil-nadu
6681,sivaganga district,TOTAL,1587767,3433446160.6470966,2021,tamil-nadu
6682,tenkasi district,TOTAL,1188367,2702877027.9242544,2021,tamil-nadu
6683,chengalpattu district,TOTAL,17730987,23840432091.35557,2021,tamil-nadu
6684,kanniyakumari district,TOTAL,2366555,5119949451.254862,2021,tamil-nadu
6685,tirunelveli district,TOTAL,2274498,4618519539.499913,2021,tamil-nadu
6686,thiruvallur district,TOTAL,19146359,31072880036.32846,2021,tamil-nadu
6687,theni district,TOTAL,1763910,3864287525.995989,2021,tamil-nadu
6688,ranipet district,TOTAL,2380328,4599239984.944193,2021,tamil-nadu
6689,namakkal district,TOTAL,2959616,6469090317.722906,2021,tamil-nadu
6690,vellore district,TOTAL,4017284,7912499851.957881,2021,tamil-nadu
6691,thiruvarur district,TOTAL,892045,1980984596.362946,2021,tamil-nadu
6692,tiruchirappalli district,TOTAL,5422369,11360010997.109035,2022,tamil-nadu
6693,ramanathapuram district,TOTAL,1425024,3361169634.3715773,2022,tamil-nadu
6694,krishnagiri district,TOTAL,11729353,20650466208.670742,2022,tamil-nadu
6695,cuddalore district,TOTAL,3854898,7328083169.35031,2022,tamil-nadu
6696,kancheepuram district,TOTAL,13219354,19642924522.879723,2022,tamil-nadu
6697,tiruppur district,TOTAL,12755181,20994558968.024055,2022,tamil-nadu
6698,dharmapuri district,TOTAL,4750920,10116593522.472927,2022,tamil-nadu
6699,thoothukkudi district,TOTAL,2388242,5004713169.898031,2022,tamil-nadu
6700,thanjavur district,TOTAL,2942810,6384285130.794783,2022,tamil-nadu
6701,madurai district,TOTAL,7084562,15309320989.586184,2022,tamil-nadu
6702,tiruvannamalai district,TOTAL,3659658,7478979872.636584,2022,tamil-nadu
6703,salem district,TOTAL,13278693,26325325605.86054,2022,tamil-nadu
6704,nagapattinam district,TOTAL,1501440,3137077070.316338,2022,tamil-nadu
6705,tirupathur district,TOTAL,3403925,6408532952.989394,2022,tamil-nadu
6706,ariyalur district,TOTAL,898502,1840235658.86316,2022,tamil-nadu
6707,chennai district,TOTAL,87458453,135444152912.82495,2022,tamil-nadu
6708,the nilgiris district,TOTAL,1729884,3144464483.74693,2022,tamil-nadu
6709,erode district,TOTAL,6860000,12788323701.473593,2022,tamil-nadu
6710,karur district,TOTAL,1831500,3768124397.8555865,2022,tamil-nadu
6711,kallakkurichi district,TOTAL,2421741,5048000351.991163,2022,tamil-nadu
6712,viluppuram district,TOTAL,2943580,5372428494.6229515,2022,tamil-nadu
6713,pudukkottai district,TOTAL,1639483,3677396086.543876,2022,tamil-nadu
6714,perambalur district,TOTAL,834022,1744613505.1576376,2022,tamil-nadu
6715,coimbatore district,TOTAL,30679187,51963955887.092926,2022,tamil-nadu
6716,virudhunagar district,TOTAL,2550440,5676327115.346463,2022,tamil-nadu
6717,dindigul district,TOTAL,3965199,8412785022.744812,2022,tamil-nadu
6718,sivaganga district,TOTAL,1828509,4101854018.7768383,2022,tamil-nadu
6719,tenkasi district,TOTAL,1345693,3196885065.5183153,2022,tamil-nadu
6720,chengalpattu district,TOTAL,19802491,27209616572.77708,2022,tamil-nadu
6721,kanniyakumari district,TOTAL,2597045,5779300862.137162,2022,tamil-nadu
6722,tirunelveli district,TOTAL,2585793,5381065070.681534,2022,tamil-nadu
6723,thiruvallur district,TOTAL,21243322,35412374869.409676,2022,tamil-nadu
6724,theni district,TOTAL,2063736,4611206982.381892,2022,tamil-nadu
6725,ranipet district,TOTAL,2755460,5529848785.373485,2022,tamil-nadu
6726,namakkal district,TOTAL,3415879,7554607821.660087,2022,tamil-nadu
6727,vellore district,TOTAL,4693455,9294845509.816792,2022,tamil-nadu
6728,thiruvarur district,TOTAL,1013347,2334746608.8726997,2022,tamil-nadu
6729,tiruchirappalli district,TOTAL,6270815,12634551299.241276,2022,tamil-nadu
6730,ramanathapuram district,TOTAL,1634901,3744853011.614974,2022,tamil-nadu
6731,krishnagiri district,TOTAL,13942838,24721054679.65894,2022,tamil-nadu
6732,cuddalore district,TOTAL,4456802,8117134896.240127,2022,tamil-nadu
6733,kancheepuram district,TOTAL,15868496,22731542491.811836,2022,tamil-nadu
6734,tiruppur district,TOTAL,15482000,23838727353.104855,2022,tamil-nadu
6735,dharmapuri district,TOTAL,5738543,11978363491.184544,2022,tamil-nadu
6736,thoothukkudi district,TOTAL,2904687,5842566259.232948,2022,tamil-nadu
6737,thanjavur district,TOTAL,3489101,7198941291.2239,2022,tamil-nadu
6738,madurai district,TOTAL,8320838,17264493941.688946,2022,tamil-nadu
6739,tiruvannamalai district,TOTAL,4281517,8492400732.338126,2022,tamil-nadu
6740,salem district,TOTAL,16106627,30338068694.55334,2022,tamil-nadu
6741,nagapattinam district,TOTAL,1780491,3563820744.073098,2022,tamil-nadu
6742,tirupathur district,TOTAL,4039898,7419909368.9099245,2022,tamil-nadu
6743,ariyalur district,TOTAL,1018572,2099380930.1451182,2022,tamil-nadu
6744,chennai district,TOTAL,105344784,154665269695.64178,2022,tamil-nadu
6745,the nilgiris district,TOTAL,2334296,4192820800.6586566,2022,tamil-nadu
6746,erode district,TOTAL,8037374,14313011584.19171,2022,tamil-nadu
6747,karur district,TOTAL,2130679,4285560062.068948,2022,tamil-nadu
6748,kallakkurichi district,TOTAL,2827472,5639207666.8493,2022,tamil-nadu
6749,viluppuram district,TOTAL,3359417,5986428096.992262,2022,tamil-nadu
6750,pudukkottai district,TOTAL,1893795,4133146343.311369,2022,tamil-nadu
6751,perambalur district,TOTAL,969247,1942588737.1276388,2022,tamil-nadu
6752,coimbatore district,TOTAL,36695888,59260276493.12476,2022,tamil-nadu
6753,virudhunagar district,TOTAL,3078392,6563589359.971757,2022,tamil-nadu
6754,dindigul district,TOTAL,4742064,9862085177.478687,2022,tamil-nadu
6755,sivaganga district,TOTAL,2113451,4572110215.1412115,2022,tamil-nadu
6756,tenkasi district,TOTAL,1627020,3744115676.153031,2022,tamil-nadu
6757,chengalpattu district,TOTAL,25456618,33118244166.51247,2022,tamil-nadu
6758,kanniyakumari district,TOTAL,3119680,6825432728.488245,2022,tamil-nadu
6759,tirunelveli district,TOTAL,3088831,6293477478.325724,2022,tamil-nadu
6760,thiruvallur district,TOTAL,25490825,40588215771.8699,2022,tamil-nadu
6761,theni district,TOTAL,2444576,5292036888.261049,2022,tamil-nadu
6762,ranipet district,TOTAL,3219805,6359870289.317292,2022,tamil-nadu
6763,namakkal district,TOTAL,4127139,8629035859.175919,2022,tamil-nadu
6764,vellore district,TOTAL,5911444,11364769190.93938,2022,tamil-nadu
6765,thiruvarur district,TOTAL,1158014,2517626211.7731895,2022,tamil-nadu
6766,tiruchirappalli district,TOTAL,8564920,16339844623.273811,2022,tamil-nadu
6767,ramanathapuram district,TOTAL,2203852,4657168292.975974,2022,tamil-nadu
6768,krishnagiri district,TOTAL,14932340,25680854032.527496,2022,tamil-nadu
6769,cuddalore district,TOTAL,4680299,8326894677.322099,2022,tamil-nadu
6770,kancheepuram district,TOTAL,16476680,22598905113.9707,2022,tamil-nadu
6771,tiruppur district,TOTAL,17847117,25599159008.871284,2022,tamil-nadu
6772,dharmapuri district,TOTAL,6110827,12322253266.415527,2022,tamil-nadu
6773,thoothukkudi district,TOTAL,3019557,5929644411.408558,2022,tamil-nadu
6774,thanjavur district,TOTAL,3516046,7247067631.582065,2022,tamil-nadu
6775,madurai district,TOTAL,18854500,34963057317.53805,2022,tamil-nadu
6776,tiruvannamalai district,TOTAL,4546341,8676598240.042643,2022,tamil-nadu
6777,salem district,TOTAL,31403065,50435972371.685875,2022,tamil-nadu
6778,nagapattinam district,TOTAL,1844678,3606593436.59481,2022,tamil-nadu
6779,tirupathur district,TOTAL,4286229,7637805182.874846,2022,tamil-nadu
6780,ariyalur district,TOTAL,1057782,2096516777.8551369,2022,tamil-nadu
6781,chennai district,TOTAL,42908667,65344650467.52281,2022,tamil-nadu
6782,the nilgiris district,TOTAL,2499125,4071937674.8550215,2022,tamil-nadu
6783,erode district,TOTAL,9576460,15897874506.901472,2022,tamil-nadu
6784,karur district,TOTAL,2308386,4542659398.617556,2022,tamil-nadu
6785,kallakkurichi district,TOTAL,3031305,5829974361.302319,2022,tamil-nadu
6786,viluppuram district,TOTAL,3531557,6179829272.664677,2022,tamil-nadu
6787,pudukkottai district,TOTAL,2149117,4536703248.458712,2022,tamil-nadu
6788,perambalur district,TOTAL,1062776,2063752415.6349826,2022,tamil-nadu
6789,coimbatore district,TOTAL,43610373,63815834929.8924,2022,tamil-nadu
6790,virudhunagar district,TOTAL,3256212,6768626547.405922,2022,tamil-nadu
6791,dindigul district,TOTAL,5468519,11010004404.187984,2022,tamil-nadu
6792,sivaganga district,TOTAL,2158718,4655481935.624228,2022,tamil-nadu
6793,tenkasi district,TOTAL,1743856,3976292693.820149,2022,tamil-nadu
6794,chengalpattu district,TOTAL,78987490,106079722725.66629,2022,tamil-nadu
6795,kanniyakumari district,TOTAL,3457993,7370866205.985282,2022,tamil-nadu
6796,tirunelveli district,TOTAL,3362624,6665454588.874087,2022,tamil-nadu
6797,thiruvallur district,TOTAL,25690184,40124901027.15738,2022,tamil-nadu
6798,theni district,TOTAL,2726196,5802007462.408134,2022,tamil-nadu
6799,ranipet district,TOTAL,3307025,6087756257.31634,2022,tamil-nadu
6800,namakkal district,TOTAL,5427150,10398967389.719395,2022,tamil-nadu
6801,vellore district,TOTAL,6719587,12004282971.363426,2022,tamil-nadu
6802,thiruvarur district,TOTAL,1168622,2533305502.950427,2022,tamil-nadu
6803,tiruchirappalli district,TOTAL,10348183,18674871633.79885,2022,tamil-nadu
6804,ramanathapuram district,TOTAL,2536980,5131912118.760078,2022,tamil-nadu
6805,krishnagiri district,TOTAL,16419186,27528800881.08297,2022,tamil-nadu
6806,cuddalore district,TOTAL,5504268,9263849009.273396,2022,tamil-nadu
6807,kancheepuram district,TOTAL,17540782,22979273761.178146,2022,tamil-nadu
6808,tiruppur district,TOTAL,20078625,27993817372.884705,2022,tamil-nadu
6809,dharmapuri district,TOTAL,6657535,13284210841.009699,2022,tamil-nadu
6810,thoothukkudi district,TOTAL,3656395,6774717593.060657,2022,tamil-nadu
6811,thanjavur district,TOTAL,4047728,7929388570.071096,2022,tamil-nadu
6812,madurai district,TOTAL,21930141,39075713283.65903,2022,tamil-nadu
6813,tiruvannamalai district,TOTAL,5236271,9545432273.854141,2022,tamil-nadu
6814,salem district,TOTAL,33193962,52189264730.86203,2022,tamil-nadu
6815,nagapattinam district,TOTAL,1958358,3688142192.789018,2022,tamil-nadu
6816,tirupathur district,TOTAL,4764895,8186140455.240453,2022,tamil-nadu
6817,ariyalur district,TOTAL,1245030,2323435387.037087,2022,tamil-nadu
6818,chennai district,TOTAL,36087169,52708969517.53118,2022,tamil-nadu
6819,the nilgiris district,TOTAL,2829489,4520156369.4038925,2022,tamil-nadu
6820,erode district,TOTAL,8133010,13727797354.99751,2022,tamil-nadu
6821,karur district,TOTAL,2534064,4869161063.115521,2022,tamil-nadu
6822,kallakkurichi district,TOTAL,3330128,6197053072.30322,2022,tamil-nadu
6823,viluppuram district,TOTAL,3886476,6442185710.5079155,2022,tamil-nadu
6824,pudukkottai district,TOTAL,2351358,4756557513.936826,2022,tamil-nadu
6825,perambalur district,TOTAL,1139212,2139737159.8272598,2022,tamil-nadu
6826,coimbatore district,TOTAL,40259816,56926594389.65879,2022,tamil-nadu
6827,virudhunagar district,TOTAL,3538938,7070008076.062214,2022,tamil-nadu
6828,dindigul district,TOTAL,6357637,12201984709.758507,2022,tamil-nadu
6829,sivaganga district,TOTAL,2386560,4894047781.374544,2022,tamil-nadu
6830,tenkasi district,TOTAL,1883458,4139835704.6142645,2022,tamil-nadu
6831,chengalpattu district,TOTAL,109159290,143850411731.03555,2022,tamil-nadu
6832,kanniyakumari district,TOTAL,3950782,8142588843.674078,2022,tamil-nadu
6833,tirunelveli district,TOTAL,4027170,7605241924.228041,2022,tamil-nadu
6834,thiruvallur district,TOTAL,27335584,41018657465.028946,2022,tamil-nadu
6835,theni district,TOTAL,3444290,6887377073.070898,2022,tamil-nadu
6836,ranipet district,TOTAL,3737957,6482440332.589865,2022,tamil-nadu
6837,namakkal district,TOTAL,6710663,12192052206.513931,2022,tamil-nadu
6838,vellore district,TOTAL,6821759,11677039040.344677,2022,tamil-nadu
6839,thiruvarur district,TOTAL,1293487,2670800447.3045335,2022,tamil-nadu
6840,ramgarh district,TOTAL,97459,85844869.66475454,2018,jharkhand
6841,ranchi district,TOTAL,356622,434234048.4962647,2018,jharkhand
6842,east singhbhum district,TOTAL,220276,257229540.65490007,2018,jharkhand
6843,jamtara district,TOTAL,21925,37530176.98115201,2018,jharkhand
6844,dumka district,TOTAL,37867,33366389.64390042,2018,jharkhand
6845,koderma district,TOTAL,58922,76001334.68492848,2018,jharkhand
6846,hazaribagh district,TOTAL,150709,171297280.2361688,2018,jharkhand
6847,simdega district,TOTAL,6739,9328083.907140622,2018,jharkhand
6848,garhwa district,TOTAL,47858,105426064.77369875,2018,jharkhand
6849,saraikela kharsawan district,TOTAL,83449,74573902.81878725,2018,jharkhand
6850,gumla district,TOTAL,12079,15422722.31229529,2018,jharkhand
6851,chatra district,TOTAL,28364,48808252.9144469,2018,jharkhand
6852,khunti district,TOTAL,10377,12238451.413852565,2018,jharkhand
6853,dhanbad district,TOTAL,340878,271973005.2993548,2018,jharkhand
