,District,Type,Count,Amount,Year,state,Quater
8502,bongaigaon district,TOTAL,154338,308181647.0424576,2020,assam,Q1
8503,dima hasao district,TOTAL,57312,113253608.62830341,2020,assam,Q1
8504,baksa district,TOTAL,139164,286488075.0946201,2020,assam,Q1
8505,charaideo district,TOTAL,88911,166505285.42115477,2020,assam,Q1
8506,darrang district,TOTAL,130156,282448987.90926135,2020,assam,Q1
8507,kamrup metropolitan district,TOTAL,3338601,10080547554.265474,2020,assam,Q1
8508,hailakandi district,TOTAL,94255,178759552.2400369,2020,assam,Q1
8509,barpeta district,TOTAL,367963,833078665.8149495,2020,assam,Q1
8510,goalpara district,TOTAL,178776,399940069.48684144,2020,assam,Q1
8511,biswanath district,TOTAL,108475,182185726.09962332,2020,assam,Q1
8512,jorhat district,TOTAL,232108,371072710.73973197,2020,assam,Q1
8513,tinsukia district,TOTAL,420620,618021383.1902584,2020,assam,Q2
8514,lakhimpur district,TOTAL,272571,350989858.66494405,2020,assam,Q2
8515,kamrup district,TOTAL,461735,696378364.1282135,2020,assam,Q2
8516,kokrajhar district,TOTAL,172597,308298837.3237574,2020,assam,Q2
8517,karbi anglong district,TOTAL,183647,292585692.4231733,2020,assam,Q2
8518,sivasagar district,TOTAL,220014,286719380.2356086,2020,assam,Q2
8519,dibrugarh district,TOTAL,447580,678491572.8304845,2020,assam,Q2
8520,south salmara mancachar district,TOTAL,83003,196672059.63422558,2020,assam,Q2
8521,nagaon district,TOTAL,521404,889592664.4056509,2020,assam,Q2
8522,dhubri district,TOTAL,279128,458359612.4548876,2020,assam,Q2
8523,golaghat district,TOTAL,290221,381486790.01234204,2020,assam,Q2
8524,udalguri district,TOTAL,166432,268857082.80588436,2020,assam,Q2
8525,majuli district,TOTAL,40396,51674787.72689781,2020,assam,Q2
8526,sonitpur district,TOTAL,510820,899403354.2732959,2020,assam,Q2
8527,hojai district,TOTAL,172987,285298432.07494795,2020,assam,Q2
8528,marigaon district,TOTAL,240281,429689787.586447,2020,assam,Q2
8529,chirang district,TOTAL,112936,166769974.12251493,2020,assam,Q2
8530,cachar district,TOTAL,448258,671325302.7518412,2020,assam,Q2
8531,nalbari district,TOTAL,198498,254116361.12580383,2020,assam,Q2
8532,west karbi anglong district,TOTAL,42806,49256668.874245055,2020,assam,Q2
8533,dhemaji district,TOTAL,205941,328331122.2696053,2020,assam,Q2
8534,karimganj district,TOTAL,219675,348307355.5519594,2020,assam,Q2
8535,bongaigaon district,TOTAL,215359,339332330.9810649,2020,assam,Q2
8536,dima hasao district,TOTAL,90255,143371839.6172748,2020,assam,Q2
8537,baksa district,TOTAL,220877,363494158.45049345,2020,assam,Q2
8538,charaideo district,TOTAL,132136,187405994.2347428,2020,assam,Q2
8539,darrang district,TOTAL,191116,334935860.5953754,2020,assam,Q2
8540,kamrup metropolitan district,TOTAL,2543890,7190215278.036328,2020,assam,Q2
8541,hailakandi district,TOTAL,145539,214091717.66001353,2020,assam,Q2
8542,barpeta district,TOTAL,519590,967512954.9444927,2020,assam,Q2
8543,goalpara district,TOTAL,261762,485118707.4615322,2020,assam,Q2
8544,biswanath district,TOTAL,166278,223505041.45463598,2020,assam,Q2
8545,jorhat district,TOTAL,306847,406689798.01641923,2020,assam,Q2
8546,tinsukia district,TOTAL,442335,839411510.8503457,2020,assam,Q3
8547,lakhimpur district,TOTAL,258450,431917438.40076566,2020,assam,Q3
8548,kamrup district,TOTAL,445726,878646586.9277797,2020,assam,Q3
8549,kokrajhar district,TOTAL,169456,354873433.7407801,2020,assam,Q3
8550,karbi anglong district,TOTAL,186352,377558923.84267277,2020,assam,Q3
8551,sivasagar district,TOTAL,213330,375381648.79175025,2020,assam,Q3
8552,dibrugarh district,TOTAL,526945,1106487215.771987,2020,assam,Q3
8553,south salmara mancachar district,TOTAL,76074,203318061.94884482,2020,assam,Q3
8554,nagaon district,TOTAL,535675,1153926434.0592713,2020,assam,Q3
8555,dhubri district,TOTAL,265528,574593610.2092601,2020,assam,Q3
8556,golaghat district,TOTAL,278714,484885427.85811895,2020,assam,Q3
8557,udalguri district,TOTAL,154549,312073789.4753115,2020,assam,Q3
8558,majuli district,TOTAL,39125,56123804.82257187,2020,assam,Q3
8559,sonitpur district,TOTAL,540972,1164586118.8388221,2020,assam,Q3
8560,hojai district,TOTAL,175557,355628836.03412914,2020,assam,Q3
8561,marigaon district,TOTAL,230540,512119251.2560668,2020,assam,Q3
8562,chirang district,TOTAL,102868,192241344.00140762,2020,assam,Q3
8563,cachar district,TOTAL,487493,920279966.2377985,2020,assam,Q3
8564,nalbari district,TOTAL,175078,305820367.27784514,2020,assam,Q3
8565,west karbi anglong district,TOTAL,40408,63195580.4849911,2020,assam,Q3
8566,dhemaji district,TOTAL,206214,411442432.54643184,2020,assam,Q3
8567,karimganj district,TOTAL,249302,504923538.1515511,2020,assam,Q3
8568,bongaigaon district,TOTAL,227984,476147034.02800435,2020,assam,Q3
8569,dima hasao district,TOTAL,93676,180472116.28952006,2020,assam,Q3
8570,baksa district,TOTAL,208297,442621506.6427143,2020,assam,Q3
8571,charaideo district,TOTAL,130863,244390041.98398152,2020,assam,Q3
8572,darrang district,TOTAL,188334,455692195.8874371,2020,assam,Q3
8573,kamrup metropolitan district,TOTAL,4268591,13346088870.114107,2020,assam,Q3
8574,hailakandi district,TOTAL,161126,294342674.92533815,2020,assam,Q3
8575,barpeta district,TOTAL,553783,1306355860.1566281,2020,assam,Q3
8576,goalpara district,TOTAL,277508,630486618.2775412,2020,assam,Q3
8577,biswanath district,TOTAL,171570,332570734.95310086,2020,assam,Q3
8578,jorhat district,TOTAL,315288,542788284.757088,2020,assam,Q3
8579,tinsukia district,TOTAL,543941,1209737013.9697673,2020,assam,Q4
8580,lakhimpur district,TOTAL,304251,620709324.0849249,2020,assam,Q4
8581,kamrup district,TOTAL,557203,1271039293.2521,2020,assam,Q4
8582,kokrajhar district,TOTAL,209653,522575460.2813618,2020,assam,Q4
8583,karbi anglong district,TOTAL,229991,548523247.5679932,2020,assam,Q4
8584,sivasagar district,TOTAL,259736,561002521.458745,2020,assam,Q4
8585,dibrugarh district,TOTAL,631601,1479167066.8054302,2020,assam,Q4
8586,south salmara mancachar district,TOTAL,111015,338306352.61497504,2020,assam,Q4
8587,nagaon district,TOTAL,667880,1665021995.8192074,2020,assam,Q4
8588,dhubri district,TOTAL,337623,874322425.3902972,2020,assam,Q4
8589,golaghat district,TOTAL,337771,687756877.7912595,2020,assam,Q4
8590,udalguri district,TOTAL,181878,415302655.27819014,2020,assam,Q4
8591,majuli district,TOTAL,43480,69435583.78914571,2020,assam,Q4
8592,sonitpur district,TOTAL,676306,1560923095.7659307,2020,assam,Q4
8593,hojai district,TOTAL,224628,528926408.78015757,2020,assam,Q4
8594,marigaon district,TOTAL,277304,736327079.8480828,2020,assam,Q4
8595,chirang district,TOTAL,121011,281687589.58493227,2020,assam,Q4
8596,cachar district,TOTAL,623731,1434767202.3488228,2020,assam,Q4
8597,nalbari district,TOTAL,210966,464782209.23467815,2020,assam,Q4
8598,west karbi anglong district,TOTAL,44259,80617646.24078932,2020,assam,Q4
8599,dhemaji district,TOTAL,250452,567469583.0598263,2020,assam,Q4
8600,karimganj district,TOTAL,309172,754661918.8881419,2020,assam,Q4
8601,bongaigaon district,TOTAL,301859,724047412.765212,2020,assam,Q4
8602,dima hasao district,TOTAL,110429,262165738.17960855,2020,assam,Q4
8603,baksa district,TOTAL,253333,644108232.3336508,2020,assam,Q4
8604,charaideo district,TOTAL,152117,356182476.76104593,2020,assam,Q4
8605,darrang district,TOTAL,239602,682167456.1529416,2020,assam,Q4
8606,kamrup metropolitan district,TOTAL,5300547,16105922899.456022,2020,assam,Q4
8607,hailakandi district,TOTAL,189140,419018012.3664531,2020,assam,Q4
8608,barpeta district,TOTAL,724763,2053361856.4779525,2020,assam,Q4
8609,goalpara district,TOTAL,381733,1018165139.8396726,2020,assam,Q4
8610,biswanath district,TOTAL,215627,472733035.60243803,2020,assam,Q4
8611,jorhat district,TOTAL,400452,815676507.4744498,2020,assam,Q4
8612,tinsukia district,TOTAL,480161,1160430411.7091098,2021,assam,Q1
8613,lakhimpur district,TOTAL,278213,669614741.670135,2021,assam,Q1
8614,kamrup district,TOTAL,557802,1450662971.6951797,2021,assam,Q1
8615,kokrajhar district,TOTAL,228889,627990382.7904459,2021,assam,Q1
8616,karbi anglong district,TOTAL,217934,608528765.1323997,2021,assam,Q1
8617,sivasagar district,TOTAL,242611,602350918.9850893,2021,assam,Q1
8618,dibrugarh district,TOTAL,680608,1710571109.9822497,2021,assam,Q1
8619,south salmara mancachar district,TOTAL,134708,477352228.40615606,2021,assam,Q1
8620,nagaon district,TOTAL,675634,2019926209.3789358,2021,assam,Q1
8621,dhubri district,TOTAL,362613,1035861131.4318309,2021,assam,Q1
8622,golaghat district,TOTAL,311238,749087184.8333428,2021,assam,Q1
8623,udalguri district,TOTAL,173233,451305008.43282115,2021,assam,Q1
8624,majuli district,TOTAL,34915,74357604.61004795,2021,assam,Q1
8625,sonitpur district,TOTAL,669242,1689369790.428941,2021,assam,Q1
8626,hojai district,TOTAL,220269,591418708.8113766,2021,assam,Q1
8627,marigaon district,TOTAL,298011,918760114.9692955,2021,assam,Q1
8628,chirang district,TOTAL,127192,321319197.07738817,2021,assam,Q1
8629,cachar district,TOTAL,614703,1577581912.6812966,2021,assam,Q1
8630,nalbari district,TOTAL,197323,506378435.7122495,2021,assam,Q1
8631,west karbi anglong district,TOTAL,41137,84887268.51304872,2021,assam,Q1
8632,dhemaji district,TOTAL,231336,615209792.8336076,2021,assam,Q1
8633,karimganj district,TOTAL,304173,916185934.3111196,2021,assam,Q1
8634,bongaigaon district,TOTAL,321020,874996649.1810182,2021,assam,Q1
8635,dima hasao district,TOTAL,104846,283821933.22303617,2021,assam,Q1
8636,baksa district,TOTAL,260583,764921383.8988845,2021,assam,Q1
8637,charaideo district,TOTAL,138143,380869059.4350337,2021,assam,Q1
8638,darrang district,TOTAL,259665,757825643.4042199,2021,assam,Q1
8639,kamrup metropolitan district,TOTAL,9400818,24003716533.697937,2021,assam,Q1
8640,hailakandi district,TOTAL,189886,515905421.9034898,2021,assam,Q1
8641,barpeta district,TOTAL,768249,2378951523.3799787,2021,assam,Q1
8642,goalpara district,TOTAL,400249,1203600745.3463283,2021,assam,Q1
8643,biswanath district,TOTAL,197774,446301042.8269607,2021,assam,Q1
8644,jorhat district,TOTAL,388882,856404785.4295708,2021,assam,Q1
8645,tinsukia district,TOTAL,606143,1318534292.5264628,2021,assam,Q2
8646,lakhimpur district,TOTAL,361975,751021666.6941358,2021,assam,Q2
8647,kamrup district,TOTAL,737877,1686926641.0395198,2021,assam,Q2
8648,kokrajhar district,TOTAL,291109,760467202.4006457,2021,assam,Q2
8649,karbi anglong district,TOTAL,275847,664132421.6116567,2021,assam,Q2
8650,sivasagar district,TOTAL,303100,635897961.4545786,2021,assam,Q2
8651,dibrugarh district,TOTAL,870918,1976153977.7728927,2021,assam,Q2
8652,south salmara mancachar district,TOTAL,213176,702484951.4538276,2021,assam,Q2
8653,nagaon district,TOTAL,928187,2446953429.3994994,2021,assam,Q2
8654,dhubri district,TOTAL,528440,1316708576.7981756,2021,assam,Q2
8655,golaghat district,TOTAL,382567,828266419.210104,2021,assam,Q2
8656,udalguri district,TOTAL,229956,535712130.36414516,2021,assam,Q2
8657,majuli district,TOTAL,44407,85365999.51292944,2021,assam,Q2
8658,sonitpur district,TOTAL,848080,1929013770.5926275,2021,assam,Q2
8659,hojai district,TOTAL,285880,717552682.8425927,2021,assam,Q2
8660,marigaon district,TOTAL,452067,1213004303.8796182,2021,assam,Q2
8661,chirang district,TOTAL,173228,416705187.85423946,2021,assam,Q2
8662,cachar district,TOTAL,743120,1680050955.980187,2021,assam,Q2
8663,nalbari district,TOTAL,265787,614926960.4062058,2021,assam,Q2
8664,west karbi anglong district,TOTAL,51169,93322156.33253612,2021,assam,Q2
8665,dhemaji district,TOTAL,299375,707439590.8525485,2021,assam,Q2
8666,karimganj district,TOTAL,376322,1008636324.5592346,2021,assam,Q2
8667,bongaigaon district,TOTAL,445957,1107075859.5018854,2021,assam,Q2
8668,dima hasao district,TOTAL,127333,291445306.00893736,2021,assam,Q2
8669,baksa district,TOTAL,333425,874733682.7849679,2021,assam,Q2
8670,charaideo district,TOTAL,169721,406368639.266593,2021,assam,Q2
8671,darrang district,TOTAL,373027,991719331.0625447,2021,assam,Q2
8672,kamrup metropolitan district,TOTAL,12113618,26948905679.328754,2021,assam,Q2
8673,hailakandi district,TOTAL,258553,622102715.3474636,2021,assam,Q2
8674,barpeta district,TOTAL,1094358,2927546915.4449625,2021,assam,Q2
8675,goalpara district,TOTAL,544911,1475602701.2507868,2021,assam,Q2
8676,biswanath district,TOTAL,255222,546335899.8896878,2021,assam,Q2
8677,jorhat district,TOTAL,448050,911359043.2389444,2021,assam,Q2
8678,tinsukia district,TOTAL,726497,1620117007.2069793,2021,assam,Q3
8679,lakhimpur district,TOTAL,433255,930738036.1633754,2021,assam,Q3
8680,kamrup district,TOTAL,957373,2112276358.4188256,2021,assam,Q3
8681,kokrajhar district,TOTAL,366661,966061545.1374367,2021,assam,Q3
8682,karbi anglong district,TOTAL,338533,828250761.6786599,2021,assam,Q3
8683,sivasagar district,TOTAL,350815,733449637.2748528,2021,assam,Q3
8684,dibrugarh district,TOTAL,1116075,2517711536.27678,2021,assam,Q3
8685,south salmara mancachar district,TOTAL,245208,682772092.1272931,2021,assam,Q3
8686,nagaon district,TOTAL,1156024,2903215135.7842274,2021,assam,Q3
8687,dhubri district,TOTAL,668723,1682447560.536893,2021,assam,Q3
8688,golaghat district,TOTAL,446587,965096814.5378057,2021,assam,Q3
8689,udalguri district,TOTAL,291168,657660643.9182184,2021,assam,Q3
8690,majuli district,TOTAL,51208,102034225.95327796,2021,assam,Q3
8691,sonitpur district,TOTAL,1030160,2385666128.443201,2021,assam,Q3
8692,hojai district,TOTAL,368350,874185464.7310762,2021,assam,Q3
8693,marigaon district,TOTAL,554657,1470486045.6813893,2021,assam,Q3
8694,chirang district,TOTAL,220676,528538770.5729964,2021,assam,Q3
8695,cachar district,TOTAL,998685,2285248942.8809485,2021,assam,Q3
8696,nalbari district,TOTAL,318284,722110352.781739,2021,assam,Q3
8697,west karbi anglong district,TOTAL,57137,112522665.53612569,2021,assam,Q3
8698,dhemaji district,TOTAL,359737,848544237.4544444,2021,assam,Q3
8699,karimganj district,TOTAL,524239,1393649226.0294735,2021,assam,Q3
8700,bongaigaon district,TOTAL,548175,1331228200.2758412,2021,assam,Q3
8701,dima hasao district,TOTAL,149975,353350846.5920651,2021,assam,Q3
8702,baksa district,TOTAL,418859,1074324607.6751742,2021,assam,Q3
8703,charaideo district,TOTAL,201059,479392451.000507,2021,assam,Q3
8704,darrang district,TOTAL,498938,1241235475.745712,2021,assam,Q3
8705,kamrup metropolitan district,TOTAL,16840668,36123082534.66112,2021,assam,Q3
8706,hailakandi district,TOTAL,360281,801449299.0694864,2021,assam,Q3
8707,barpeta district,TOTAL,1436928,3522432994.68204,2021,assam,Q3
8708,goalpara district,TOTAL,650085,1747257315.9936597,2021,assam,Q3
8709,biswanath district,TOTAL,288131,620203649.3743759,2021,assam,Q3
8710,jorhat district,TOTAL,531290,1083758709.1114147,2021,assam,Q3
8711,tinsukia district,TOTAL,924326,2099664801.0310597,2021,assam,Q4
8712,lakhimpur district,TOTAL,560279,1263722648.4815915,2021,assam,Q4
8713,kamrup district,TOTAL,1326629,2906827875.9780307,2021,assam,Q4
8714,kokrajhar district,TOTAL,529425,1392051533.964034,2021,assam,Q4
8715,karbi anglong district,TOTAL,448701,1157896438.235495,2021,assam,Q4
8716,sivasagar district,TOTAL,452511,991840782.996415,2021,assam,Q4
8717,dibrugarh district,TOTAL,1489321,3247229901.080471,2021,assam,Q4
8718,south salmara mancachar district,TOTAL,314595,919174483.7722924,2021,assam,Q4
8719,nagaon district,TOTAL,1599255,4181552742.898879,2021,assam,Q4
8720,dhubri district,TOTAL,947815,2452971274.5289254,2021,assam,Q4
8721,golaghat district,TOTAL,597064,1337575801.9516916,2021,assam,Q4
8722,udalguri district,TOTAL,406086,917680978.0577191,2021,assam,Q4
8723,majuli district,TOTAL,65312,129028300.4276244,2021,assam,Q4
8724,sonitpur district,TOTAL,1437714,3119948215.7692075,2021,assam,Q4
8725,hojai district,TOTAL,527676,1247022294.0951037,2021,assam,Q4
8726,marigaon district,TOTAL,846244,2372441369.988904,2021,assam,Q4
8727,chirang district,TOTAL,298090,751602013.9126096,2021,assam,Q4
8728,cachar district,TOTAL,1424029,3288405319.0304804,2021,assam,Q4
8729,nalbari district,TOTAL,437199,1015183560.9984299,2021,assam,Q4
8730,west karbi anglong district,TOTAL,72436,155335117.4559282,2021,assam,Q4
8731,dhemaji district,TOTAL,450526,1098025411.0441427,2021,assam,Q4
8732,karimganj district,TOTAL,719693,2011084236.7440817,2021,assam,Q4
8733,bongaigaon district,TOTAL,760610,1900609318.3116775,2021,assam,Q4
8734,dima hasao district,TOTAL,188499,461001023.11421907,2021,assam,Q4
8735,baksa district,TOTAL,575080,1530357403.5627034,2021,assam,Q4
8736,charaideo district,TOTAL,255415,657528333.4175942,2021,assam,Q4
8737,darrang district,TOTAL,772608,2012722511.547618,2021,assam,Q4
8738,kamrup metropolitan district,TOTAL,22903930,48177919267.3695,2021,assam,Q4
8739,hailakandi district,TOTAL,494043,1131182051.5056129,2021,assam,Q4
8740,barpeta district,TOTAL,2145496,5341626359.64399,2021,assam,Q4
8741,goalpara district,TOTAL,920783,2590433257.901761,2021,assam,Q4
8742,biswanath district,TOTAL,368466,837297984.1361362,2021,assam,Q4
8743,jorhat district,TOTAL,760505,1488025280.2612674,2021,assam,Q4
8744,tinsukia district,TOTAL,1110108,2471991459.7376165,2022,assam,Q1
8745,lakhimpur district,TOTAL,725851,1653871930.7532177,2022,assam,Q1
8746,kamrup district,TOTAL,1708845,3838019247.423967,2022,assam,Q1
8747,kokrajhar district,TOTAL,703834,1794915585.4684856,2022,assam,Q1
8748,karbi anglong district,TOTAL,576671,1480533626.5264075,2022,assam,Q1
8749,sivasagar district,TOTAL,570136,1201010320.385499,2022,assam,Q1
8750,dibrugarh district,TOTAL,1830668,3721424814.9586687,2022,assam,Q1
8751,south salmara mancachar district,TOTAL,424292,1357660615.5399206,2022,assam,Q1
8752,nagaon district,TOTAL,2049272,5405490459.948576,2022,assam,Q1
8753,dhubri district,TOTAL,1247298,3380205337.130154,2022,assam,Q1
8754,golaghat district,TOTAL,753488,1681747448.411046,2022,assam,Q1
8755,udalguri district,TOTAL,547716,1168300625.4282162,2022,assam,Q1
8756,majuli district,TOTAL,89346,172837394.19285655,2022,assam,Q1
8757,sonitpur district,TOTAL,1805856,3651941482.2987127,2022,assam,Q1
8758,hojai district,TOTAL,665166,1595056089.1451948,2022,assam,Q1
8759,marigaon district,TOTAL,1027786,2790138101.722805,2022,assam,Q1
8760,chirang district,TOTAL,363645,951303010.3050023,2022,assam,Q1
8761,cachar district,TOTAL,1869862,4225305321.285734,2022,assam,Q1
8762,nalbari district,TOTAL,571467,1369285179.1665456,2022,assam,Q1
8763,west karbi anglong district,TOTAL,88219,186901516.61209765,2022,assam,Q1
8764,dhemaji district,TOTAL,562489,1369239048.8460484,2022,assam,Q1
8765,karimganj district,TOTAL,962907,2759677605.0696893,2022,assam,Q1
8766,bongaigaon district,TOTAL,1014501,2661981437.245404,2022,assam,Q1
8767,dima hasao district,TOTAL,216314,509944077.09921765,2022,assam,Q1
8768,baksa district,TOTAL,731895,1944006764.845173,2022,assam,Q1
8769,charaideo district,TOTAL,311136,742058516.3146229,2022,assam,Q1
